title,authors,journal,year,pdf_url,pdf_week_code,page_number,entry_index_in_pdf,ingested_at
"® PERSIAN traffic safety and health cohort: a population-based precrash cohort study - Golestani M, Razzaghi A, Rezaei M, Vahedi L, Pourasghar F, Farahbakhsh M, Shafiee-Kandjani A, Meshkini M, Jahanjoo F, Yazdani MB, Davtalab Esmaeili E, Jafari-Khounigh A, Ahmadi S, Mohammadi R, Ghojazadeh M, Sadeghi- Bazargani H. BMJ Open 2024; 14(2): e080720. Physical activity, organized sport participation and active transportation to school among Canadian youth by gender identity and sexual attraction","Wang C, Butler G, Szczepanowski MKRJ, Betancourt MT, Roberts KT",Health Promot. Chronic Dis. Prev. Can.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,168,168,2025-09-18T00:43:40.800195
® Predictors of hookup behaviors among Asian and Asian American college students in the United States,"Zhao Y, Dennis JM, Houseman C",J. Am. Coll. Health,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,169,169,2025-09-18T00:43:40.800195
® Prosecuting overdose: an exploratory study of prosecutorial motivations for drug-induced homicide prosecutions in North Carolina,"Morrissey B, El-Sabawi T, Carroll JJ",Int. J. Drug Policy,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,170,170,2025-09-18T00:43:40.800195
"® QuickStats: Percentage* of children and adolescents aged 5-17 years who had ever received a diagnosis of attention-deficit/hyperactivity disorder,(†) by urbanization level(§) and age group - National Health Interview Survey, United States, 2020-2022(¶)","Elgaddal N, Reuben C",MMWR Morb. Mortal. Wkly. Rep.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,171,171,2025-09-18T00:43:40.800195
"® Reviewing the evidence on sibling sexual behaviour: impact on research, policy and practice","McCartan KF, King-Hill S, Allardyce S",Curr. Psychiatry Rep.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,172,172,2025-09-18T00:43:40.800195
® Sexual violence in later life: a widespread and growing yet hidden public health issue,Hand MD,Int. J. Aging Hum. Dev.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,173,173,2025-09-18T00:43:40.800195
® Statistical analysis of traffic crashes on mountainous freeway tunnel sections,"Wang X, Azati Y, Quddus M, Cai B, Zhang X",Transp. Res. Rec.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,174,174,2025-09-18T00:43:40.800195
® The effect of domed and hip roof coverings on mosque design in case of fire,Top SM,J. Eng. Res.,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,175,175,2025-09-18T00:43:40.800195
® The implications of social policy for injury,"Haddad DN, Kaufman EJ",J. Am. Coll. Surg.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,176,176,2025-09-18T00:43:40.800195
® The relation between psychopathy factors and emotional states prior and during criminal behaviour in a Dutch sample,"Keulen-de Vos M, Herzog-Evans M, Benbouriche M",J. Crim. Psychol.,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,177,177,2025-09-18T00:43:40.800195
"® Twenty-five year occupational homicide mortality trends in North Carolina: 1992-2017 - Martin CL, Richardson D, Richey M, Nocera M, Cantrell J, McClure ES, Martin AT, Marshall SW, Ranapurwala S. Inj. Prev. 2024; ePub(ePub): ePub. Two-stage procedure for transportation mode detection based on sighting data","Chen HK, Ho HC, Wu LY, Lee I, Chou HW",Transportmetrica A: Transp. Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,178,178,2025-09-18T00:43:40.800195
"® Variations in suicide risk and risk factors after hospitalization for depression in Finland, 1996- 2017","Aaltonen K, Sund R, Hakulinen C, Pirkola S, Isometsä E",JAMA Psychiatry,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,179,179,2025-09-18T00:43:40.800195
"® Zero Self-Harm app: a mobile phone application to reduce non-suicidal self-injury-study protocol for a randomized controlled trial - Guerrero E, Andreasson K, Larsen L, Buus N, Skovgaard Larsen JL, Krogh J, Thastum R, Lindberg L, Lindblad K, Erlangsen A, Nordentoft M. Trials 2024; 25(1): e116. Risk Perception and Communication, Warnings, Operating Instructions A combined agent-based modeling and GIS approach for HAJJ crowd simulation","Yaagoubi R, Miky Y, Faisal K, Shouny AA",J. Eng. Res.,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,180,180,2025-09-18T00:43:40.800195
"® Ambulance traffic crashes in Japan: characteristics of casualties, and efforts to improve ambulance safety - Norii T, Nakao S, Miyoshi T, Hatanaka T, Miyake T, Okunaga A, Albright D, Braude D, Sklar DP, Yang MA, Crandall C. Prehosp. Emerg. Care 2024; ePub(ePub): ePub. Analysing freeway diverging risks using high-resolution trajectory data based on conflict prediction models","Li Y, Dalhatu S, Yuan C",Transp. Saf. Environ.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,181,181,2025-09-18T00:43:40.800195
® Back to the future: on the typography of electronic flight deck documentation,"Schmid P, Thompson W, Sargent D",Safety Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,182,182,2025-09-18T00:43:40.800195
® Do open-ended questions influence the measurement of attitudes? An investigation,"Baburajan V, de Abreu e Silva J, Pereira FC",Transp. Res. Proc.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,183,183,2025-09-18T00:43:40.800195
"® Examining media reports of pediatric unintentional firearm injury deaths for prevention messaging concerning secured storage of firearms: U.S., 2021-2022","Hammig B, Bordelon A, Chandler C",Inj. Epidemiol.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,184,184,2025-09-18T00:43:40.800195
® Hit-and-run or hit-and-stay? Unintended effects of a stricter BAC limit,"French MT, Gumus G",Risk Anal.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,185,185,2025-09-18T00:43:40.800195
® Preventable or potentially inappropriate psychotropics and adverse health outcomes in older adults: systematic review and meta-analysis,"Corvaisier M, Brangier A, Annweiler C, Spiesser-Robelet L",J. Nutr. Health Aging,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,188,188,2025-09-18T00:43:40.800195
"® Safety culture, safety performance and financial performance: a longitudinal study","Bautista-Bernal I, Quintana-García C, Marchante-Lara M",Safety Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,189,189,2025-09-18T00:43:40.800195
® The importance of individual characteristics on bicycle performance during alcohol intoxication,"Andersérs C, Andersson J, Warner HW",Traffic Saf. Res.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,190,190,2025-09-18T00:43:40.800195
® Understanding the spatial disparity in socio-economic recovery of coastal communities following typhoon disasters,"Ding S, Xu L, Liu S, Yang X, Wang L, Perez-Sindin XS, Prishchepov AV",Sci. Total Environ.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,191,191,2025-09-18T00:43:40.800195
® Application of realistic artificial data for testing various crash safety analyses: a case study for rural two-lane undivided highways,"Olufowobi O, Ivan J, Zhao S, Wang K, Eluru N",Transp. Res. Rec.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,192,192,2025-09-18T00:43:40.800195
"® School Issues ""Children are like vuvuzelas always ready to blow"": exploring how to engage young children in violence research","Woollett N, Christofides N, Franchino-Olsen H, Silima M, Fouche A, Meinck F",J. Interpers. Violence,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,193,193,2025-09-18T00:43:40.800195
"® Framing active school travel in Ontario, or how spinach is good for you","Desjardins E, Lam J, Reynard D, Collins D, Waygood EOD, Paez A",Transp. Res. A Policy Pract.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,194,194,2025-09-18T00:43:40.800195
® A dynamics model for driving behavior based on coupling actuation of bounded rational cognition and diverse emotions,"Wang X, Han J, Liu Y, Shi H, Chen L, Zhong F, Liu S",Transp. Res. C Emerg. Technol.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,196,196,2025-09-18T00:43:40.800195
® Analysis of veering during gait in blind individuals,"Kadowaki H, Takeda T, Noto M, Mori M, Suzuki A, Ujima K, Nakamura T",Gait Posture,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,197,197,2025-09-18T00:43:40.800195
® Development of computer vision informed container crane operator alarm methods,"Yan R, Tian X, Wang S, Peng C",Transportmetrica A: Transp. Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,198,198,2025-09-18T00:43:40.800195
® Graceful gait: virtual ballet classes improve mobility and reduce falls more than wellness classes for older women,"Harrison EC, Haussler AM, Tueth LE, Baudendistel ST, Earhart GM",Front. Aging Neurosci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,199,199,2025-09-18T00:43:40.800195
® Macroscopic traffic characterization based on driver memory and traffic stimuli,"Khan ZH, Imran W, Gulliver TA, Khattak KS, Din GU, Minallah N, Khan MA",Transp. Eng. (Amsterdam),2023,https://www.safetylit.org/week/2024/240218.pdf,240218,200,200,2025-09-18T00:43:40.800195
"® Overdosing in a motor vehicle: examination of human, geographic, and environmental factors","Lopez D, Parent J, Stegnicki T, Kenyon Z, Arcoleo K, Malloy LC, Mello M",Nurs. Res.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,201,201,2025-09-18T00:43:40.800195
® Social Etiologies and Disparities A cultural script for suicide among White men in the Mountain West Region of the United States,"Pepper CM, Dumas RE, Glenn LE, Perry KM, Zeller GM, Collins LN",Am. Psychol.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,203,203,2025-09-18T00:43:40.800195
® Explaining the relationship between intimate partner violence victimization and human immunodeficiency virus status in transgender and nonbinary individuals,"Ingold KA, Teasdale B",J. Interpers. Violence,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,204,204,2025-09-18T00:43:40.800195
"® Lost in translation: the association of international status and native language on concussion in collegiate athletes in the United States - Kelshaw PM, Beidler E, Decker M, Bowman TG, Pappadis MR, Robles R, Walton SR, Didehbani N, Cifu DX, Resch JE. Brain Inj. 2024; ePub(ePub): ePub. Physical activity, organized sport participation and active transportation to school among Canadian youth by gender identity and sexual attraction","Wang C, Butler G, Szczepanowski MKRJ, Betancourt MT, Roberts KT",Health Promot. Chronic Dis. Prev. Can.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,205,205,2025-09-18T00:43:40.800195
® Sociodemographic inequalities of suicide: a population-based cohort study of adults in England and Wales 2011-21,"Ward IL, Finning K, Ayoubkhani D, Hendry K, Sharland E, Appleby L, Nafilyan V",Eur. J. Public Health,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,206,206,2025-09-18T00:43:40.800195
"® Voice hearing in refugees survivors of traumatic events - Barbieri A, Visco-Comandini F, Alunni Fegatelli D, Dessì A, Cannella G, Stellacci A, de Lucia G, Maulucci L. Torture 2023; 33(3): 80-93. Water insecurity is associated with gender-based violence: a mixed-methods study in Indonesia","Cole S, Tallman P, Salmon-Mulanovich G, Rusyidi B",Soc. Sci. Med.,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,207,207,2025-09-18T00:43:40.800195
® Childhood adversity and racial discrimination forecast suicidal and death ideation among emerging adult Black men: a longitudinal analysis,"Kogan SM, Reck AJ, Curtis MG, Oshri A",Cultur. Divers. Ethnic Minor. Psychol.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,209,209,2025-09-18T00:43:40.800195
® Engaging Black youth in depression and suicide prevention treatment within urban schools: study protocol for a randomized controlled pilot,"Lindsey MA, Mufson L, Vélez-Grau C, Grogan T, Wilson DM, Reliford AO, Gunlicks-Stoessel M, Jaccard J",Trials,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,210,210,2025-09-18T00:43:40.800195
® Neighborhood-level economic characteristics and depression and PTSD symptoms among Houstonians who have experienced Hurricane Harvey and COVID-19,"Cohen GH, Wang R, Rosenberg SB, Sampson L, Lowe SR, Cabral H, Ruggiero K, Galea S",Psychiatry Res.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,211,211,2025-09-18T00:43:40.800195
"® Prevalence of insomnia and associations with depression, anxiety among adults in guangdong, China: a large-scale cross-sectional study","Shan W, Peng X, Tan W, Zhou Z, Xie H, Wang SB",Sleep Med.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,212,212,2025-09-18T00:43:40.800195
® Suicide in military and veteran populations: a view across the Five Eyes nations,"Sadler N, Pedlar D, Ursano R",Psychiatry,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,214,214,2025-09-18T00:43:40.800195
"® Blunt head injury in the elderly: analysis of the NEXUS II Injury Cohort - Mower WR, Akie TE, Morizadeh N, Gupta M, Hendey GW, Wilson JL, Leonid Duvergne LP, Ma P, Krishna P, Rodriguez RM. Ann. Emerg. Med. 2024; ePub(ePub): ePub. Brain mechanisms explaining postural imbalance in traumatic brain injury: a systematic review","Hadi Z, Mahmud M, Seemungal B",Brain Connect.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,216,216,2025-09-18T00:43:40.800195
® Idiosyncrasies of outcome grading after brain injury: past into the present,Wijdicks EFM,Neurocrit. Care,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,217,217,2025-09-18T00:43:40.800195
® Analysing freeway diverging risks using high-resolution trajectory data based on conflict prediction models,"Li Y, Dalhatu S, Yuan C",Transp. Saf. Environ.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,221,221,2025-09-18T00:43:40.800195
® Considerations on how to conduct a survey about long-distance travel with reduced memory effect,Christensen L,Transp. Res. Proc.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,223,223,2025-09-18T00:43:40.800195
® Driver survey vs GPS Tour data: strength and weaknesses of the two sources in order to model the drivers' journeys,"Toilier F, Gardrat M",Transp. Res. Proc.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,224,224,2025-09-18T00:43:40.800195
® Estimation and prediction of freeway traffic congestion propagation using tagged vehicle positioning data,"Li Y, Xu J, Li Y, Xue Y, Yao Z",Transportmetrica B: Transp. Dyn.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,225,225,2025-09-18T00:43:40.800195
® Formulation and solution method of bounded path size stochastic user equilibrium models - consistently addressing route overlap and unrealistic routes,"Duncan LC, Watling DP, Connors RD, Rasmussen TK, Nielsen OA",Transportmetrica A: Transp. Sci.,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,226,226,2025-09-18T00:43:40.800195
® How individual perceptions of transportation systems influence mode choice for mobility- challenged people: a case study in Dhaka using an integrated choice and latent variable model,"Mohiuddin H, Bhuiya MMR, Hasan MMU, Jamme HT",Transp. Policy,2024,https://www.safetylit.org/week/2024/240218.pdf,240218,227,227,2025-09-18T00:43:40.800195
"® Motion sickness countermeasures for autonomous driving: trends and future directions - Pereira E, Macedo H, Lisboa IC, Sousa E, Machado D, Silva E, Coelho V, Arezes P, Costa N. Transp. Eng. (Amsterdam) 2024; 15: e100220. Moving personnel detection for trackless rubber-tyred vehicle in coal mine based on infrared images","Yao X, Ma C, Jia L",J. Eng. Res.,2023,https://www.safetylit.org/week/2024/240218.pdf,240218,230,230,2025-09-18T00:43:40.800195
